index,x,y,z,color,lum,absmag,appmag,distly,distly_datetime,date
34237,-20.859,-9.8604,11.0202,0.54,6.8774,2.63,4.67,83.35,30422.75,7/24/31
46391,4.1333,-23.2726,9.7505,1.137,0.07202,7.58,9.62,83.35,30422.75,7/24/31
52380,7.6629,-15.2897,19.0072,1.038,0.11626,7.06,9.1,83.35,30422.75,7/24/31
8904,-18.2557,15.6897,-8.6409,0.54,0.58297,5.31,7.35,83.38,30433.7,7/13/31
13670,-21.7039,12.645,-4.8114,0.991,0.12991,6.94,8.98,83.38,30433.7,7/13/31
30473,-19.2248,11.9501,11.9039,0.902,0.22576,6.34,8.38,83.38,30433.7,7/13/31
97524,12.0325,-7.9895,-21.1146,1.542,0.00813,9.95,11.99,83.4,30441,7/6/31
17277,-24.0232,7.5706,-4.5107,0.991,0.25474,6.21,8.25,83.42,30448.3,6/28/31
23425,4.0394,-21.5456,-13.2001,0.902,0.29518,6.05,8.09,83.42,30448.3,6/28/31
33842,-9.8354,-23.6126,0.6958,0.603,0.96848,4.76,6.8,83.42,30448.3,6/28/31
52721,-5.5333,6.8129,24.0362,-0.63,0.00715,10.09,12.13,83.42,30448.3,6/28/31
81904,2.8193,24.6025,6.4451,0.451,2.64296,3.67,5.71,83.42,30448.3,6/28/31
5528,-12.6545,13.5506,-17.6452,0.636,0.83621,4.92,6.96,83.44,30455.6,6/21/31
349,-6.6263,18.9481,-15.8904,0.86,0.37891,5.78,7.82,83.46,30462.9,6/14/31
69388,11.9356,15.1557,16.8512,1.137,0.08147,7.45,9.49,83.5,30477.5,5/30/31
2329,6.9227,-8.5585,-23.1361,0.342,3.01441,3.53,5.57,83.53,30488.45,5/19/31
16748,0.3164,-18.606,-17.6116,1.086,0.06656,7.67,9.71,83.53,30488.45,5/19/31
64544,17.9034,2.0318,18.2152,1.416,0.04238,8.16,10.2,83.53,30488.45,5/19/31
41420,-2.4395,-24.3263,7.6857,1.416,0.0428,8.15,10.19,83.55,30495.75,5/12/31
51560,10.6371,-20.9859,10.1604,0.636,1.06519,4.66,6.7,83.55,30495.75,5/12/31
453,8.0482,-6.3813,-23.494,0.571,2.67837,3.66,5.7,83.59,30510.35,4/27/31
4332,-1.4594,-0.1526,-25.6056,1.086,0.06253,7.73,9.78,83.61,30517.65,4/20/31
49535,-9.5242,7.7567,22.5149,0.021,55.47451,0.36,2.41,83.61,30517.65,4/20/31
93302,7.568,18.1263,-16.4912,1.542,0.00955,9.77,11.82,83.61,30517.65,4/20/31
26596,-25.1131,1.0139,5.1423,0.54,0.70521,5.1,7.15,83.63,30524.95,4/13/31
63525,21.2926,-8.0939,11.8005,0.706,1.31922,4.42,6.47,83.63,30524.95,4/13/31
98629,-5.2415,22.0225,-12.0696,0.902,0.23568,6.29,8.34,83.63,30524.95,4/13/31
57296,12.1473,-7.8403,21.2002,1.542,0.03108,8.49,10.54,83.65,30532.25,4/5/31
72754,25.5065,0.7608,2.766,0.095,11.08568,2.11,4.16,83.68,30543.2,3/25/31
11124,-19.7387,10.028,-12.999,0.946,0.35726,5.84,7.89,83.7,30550.5,3/18/31
25975,-5.3164,-22.6694,-10.8628,0.671,1.1632,4.56,6.61,83.76,30572.4,2/24/31
30867,-16.2008,-19.9418,0.1641,1.086,0.10609,7.16,9.21,83.76,30572.4,2/24/31
55123,-5.768,11.4114,22.2863,0.571,0.95864,4.77,6.82,83.76,30572.4,2/24/31
3235,-4.9303,8.2724,-23.8279,-0.63,0.00776,10,12.05,83.78,30579.7,2/17/31
19485,-17.9252,-11.7206,-14.2065,1.242,0.0228,8.83,10.88,83.78,30579.7,2/17/31
31418,-13.8066,-21.6703,-0.5335,0.423,8.58771,2.39,4.44,83.78,30579.7,2/17/31
39420,-17.9342,2.0043,18.3083,0.902,0.1186,7.04,9.09,83.8,30587,2/10/31
47605,1.8414,-19.456,16.7009,0.241,12.19273,2.01,4.06,83.8,30587,2/10/31
80981,12.0592,22.5082,2.9672,1.478,0.01265,9.47,11.52,83.8,30587,2/10/31
16330,1.2063,-18.6456,-17.6656,0.706,1.03353,4.69,6.74,83.83,30597.95,1/30/31
25670,-19.0897,14.0891,9.913,0.706,0.54742,5.38,7.43,83.83,30597.95,1/30/31
854,-7.9759,19.5137,-14.7353,0.902,0.1654,6.68,8.73,83.85,30605.25,1/22/31
95603,13.6869,-10.1281,-19.2773,1.609,0.01278,9.46,11.51,83.85,30605.25,1/22/31
11857,-9.888,-7.1137,-22.6603,0.991,0.37564,5.79,7.84,83.87,30612.55,1/15/31
88079,-6.8177,23.7883,7.0359,0.991,0.09611,7.27,9.32,83.87,30612.55,1/15/31
6543,-12.9493,10.7159,-19.4857,0.706,1.00692,4.72,6.77,83.89,30619.85,1/8/31
89893,-7.409,23.8251,6.2992,0.706,0.6412,5.21,7.26,83.89,30619.85,1/8/31
93387,-5.7295,25.0868,0.1774,0.266,10.93942,2.13,4.18,83.89,30619.85,1/8/31
2184,9.0456,-12.1731,-20.7976,1.416,0.07099,7.6,9.65,83.91,30627.15,12/31/30
67956,19.0626,7.1376,15.7658,1.086,0.17039,6.65,8.7,83.93,30634.45,12/24/30
47814,0.2795,-17.0958,19.285,-0.63,0.00565,10.34,12.4,84.02,30667.3,11/21/30
68252,23.2973,-11.0061,0.5985,1.038,0.14071,6.85,8.91,84.02,30667.3,11/21/30
28631,-22.4427,7.8823,9.9567,1.086,0.04176,8.17,10.23,84.06,30681.9,11/7/30
28447,-13.0032,-21.6032,-5.4319,0.636,1.9634,3.99,6.05,84.09,30692.85,10/27/30
71644,24.8541,2.929,6.2434,0.083,55.08183,0.37,2.43,84.09,30692.85,10/27/30
96637,11.8683,-2.8538,-22.7219,1.137,0.13836,6.87,8.93,84.09,30692.85,10/27/30
100589,2.9954,5.3994,-25.05,0.82,0.53117,5.41,7.47,84.11,30700.15,10/19/30
15003,-22.2436,3.5497,-12.5934,0.54,0.76817,5.01,7.07,84.13,30707.45,10/12/30
99133,-8.5062,23.4945,-6.4784,0.82,15.47679,1.75,3.81,84.15,30714.75,10/5/30
4230,-14.3334,21.2835,2.8685,0.706,0.44249,5.61,7.67,84.17,30722.05,9/27/30
10146,-11.1947,-2.2003,-23.1624,0.396,6.57514,2.68,4.74,84.17,30722.05,9/27/30
36873,-17.0878,-14.7934,12.4829,1.416,0.03749,8.29,10.35,84.17,30722.05,9/27/30
51079,1.7423,-9.9762,23.7581,1.298,0.08593,7.39,9.45,84.19,30729.35,9/20/30
9936,-19.1605,13.0242,-11.4278,1.416,0.07698,7.51,9.57,84.22,30740.3,9/9/30
11044,-17.8861,5.3818,-17.8458,0.291,10.14738,2.21,4.27,84.22,30740.3,9/9/30
54197,7.8181,-10.2373,22.3925,1.242,0.06344,7.72,9.78,84.22,30740.3,9/9/30
37245,-19.815,-2.8594,16.3682,1.416,0.10168,7.21,9.27,84.3,30769.5,8/11/30
97230,0.2801,19.3069,-17.2016,0.54,1.25676,4.48,6.54,84.3,30769.5,8/11/30
100184,11.1046,-12.3074,-19.8568,0.54,1.14677,4.58,6.64,84.32,30776.8,8/4/30
2760,-3.7796,8.0275,-24.3043,0.54,0.80854,4.96,7.02,84.35,30787.75,7/24/30
48917,-6.5193,-1.6548,24.9837,1.298,0.13418,6.91,8.97,84.35,30787.75,7/24/30
17036,-18.8311,16.6639,6.1217,1.416,0.06667,7.67,9.73,84.37,30795.05,7/16/30
61306,10.7103,4.3693,23.166,1.416,0.04835,8.01,10.08,84.41,30809.65,7/2/30
67954,7.0204,16.5427,18.6418,-0.63,0.0088,9.86,11.93,84.41,30809.65,7/2/30
46537,-6.9204,-9.2182,23.1936,0.902,0.06555,7.68,9.75,84.43,30816.95,6/25/30
15012,-12.5631,-10.1206,-20.305,1.137,0.10908,7.13,9.2,84.54,30857.1,5/15/30
49807,-1.4156,-8.6913,24.3928,1.542,0.00986,9.74,11.81,84.54,30857.1,5/15/30
15111,-23.2652,9.1122,-6.9965,1.416,0.02925,8.56,10.63,84.59,30875.35,4/27/30
19795,-10.7749,-17.2941,-16.0862,0.902,0.47712,5.53,7.6,84.63,30889.95,4/13/30
60946,19.3819,-10.8004,13.4775,1.038,0.25271,6.22,8.29,84.63,30889.95,4/13/30
21129,-25.5158,4.8367,-0.449,0.48,1.33992,4.41,6.48,84.68,30908.2,3/25/30
62413,18.1803,-3.2233,18.2876,1.416,0.01405,9.36,11.43,84.72,30922.8,3/11/30
79344,19.6108,17.0318,0.8272,1.542,0.02374,8.79,10.86,84.72,30922.8,3/11/30
36622,-20.4008,0.0899,16.1091,1.038,0.205,6.45,8.52,84.74,30930.1,3/3/30
11527,-6.8794,-9.4705,-23.2247,0.946,0.30493,6.01,8.09,84.79,30948.35,2/13/30
29748,3.3568,-23.7169,-10.1488,-0.63,0.01805,9.08,11.16,84.81,30955.65,2/6/30
49850,6.2456,-19.7128,15.7847,1.038,0.17395,6.62,8.7,84.81,30955.65,2/6/30
82861,11.4402,23.3578,0.5436,0.603,0.9385,4.79,6.87,84.81,30955.65,2/6/30
64532,16.1549,4.7381,19.8858,1.137,0.05778,7.82,9.9,84.94,31003.1,12/20/29
81787,23.8955,4.7354,-9.2441,0.902,0.73416,5.06,7.14,84.94,31003.1,12/20/29
86908,16.2986,17.1296,-10.9456,-0.63,0.01373,9.38,11.46,84.94,31003.1,12/20/29
5785,-13.3068,13.6879,-17.7625,0.317,3.82357,3.27,5.35,85.01,31028.65,11/25/29
66709,12.1639,12.1627,19.6061,0.902,0.32711,5.94,8.02,85.03,31035.95,11/18/29
51344,-7.9994,8.3561,23.3844,1.416,0.01883,9.04,11.12,85.05,31043.25,11/10/29
59713,10.9818,0.5299,23.6594,0.396,3.62178,3.33,5.41,85.05,31043.25,11/10/29
78745,3.1064,24.1095,9.4912,0.86,3.30483,3.43,5.51,85.07,31050.55,11/3/29
79572,17.6968,19.0942,1.8958,0.603,0.93622,4.8,6.88,85.1,31061.5,10/23/29
10128,-11.2849,-2.2076,-23.4412,0.991,0.18014,6.59,8.67,85.12,31068.8,10/16/29
11710,-19.6951,6.6921,-15.7808,0.706,0.57491,5.33,7.41,85.12,31068.8,10/16/29
19366,-19.3345,-10.6315,-13.9593,1.242,0.08158,7.45,9.53,85.12,31068.8,10/16/29
60615,4.078,9.7307,23.8904,0.192,32.19802,0.96,3.04,85.14,31076.1,10/8/29
58573,9.1899,0.0621,24.4534,0.706,0.75172,5.03,7.12,85.16,31083.4,10/1/29
97946,12.2193,-9.5627,-21.0159,1.542,0.02051,8.94,11.03,85.16,31083.4,10/1/29
85387,13.949,21.334,-5.7504,0.48,1.82089,4.07,6.16,85.18,31090.7,9/24/29
86937,19.7743,8.9537,-14.5585,1.242,0.06145,7.75,9.84,85.21,31101.65,9/13/29
1256,-0.188,7.0959,-25.1688,0.603,1.32119,4.42,6.51,85.25,31116.25,8/29/29
41965,-6.3056,-21.5643,13.382,1.038,0.18406,6.56,8.65,85.25,31116.25,8/29/29
81224,19.889,-11.7095,-12.2952,1.137,0.23172,6.31,8.4,85.25,31116.25,8/29/29
47841,-3.3535,-11.7174,23.1446,1.416,0.04377,8.12,10.21,85.27,31123.55,8/22/29
37403,-19.9467,-2.462,16.7629,0.706,0.44632,5.6,7.69,85.32,31141.8,8/4/29
71023,24.8179,3.1695,7.6784,0.603,0.75448,5.03,7.12,85.32,31141.8,8/4/29
37653,3.0586,-25.7047,-3.899,0.342,4.54855,3.08,5.17,85.34,31149.1,7/27/29
20404,-5.1444,-20.0884,-15.9887,0.317,3.7853,3.28,5.37,85.36,31156.4,7/20/29
86016,7.2296,25.126,-1.5562,1.137,0.10923,7.13,9.22,85.39,31167.35,7/9/29
3632,-13.7921,20.9357,-7.629,1.542,0.01918,9.02,11.11,85.43,31181.95,6/25/29
46487,3.1264,-23.0217,12.1372,0.571,1.32743,4.42,6.51,85.45,31189.25,6/17/29
20661,-23.9896,10.1544,2.9719,0.266,5.43549,2.89,4.98,85.47,31196.55,6/10/29
21233,-22.8841,-8.6712,-9.4113,0.991,0.05486,7.88,9.97,85.47,31196.55,6/10/29
41105,3.2812,-26.01,0.4017,0.946,0.3658,5.82,7.91,85.47,31196.55,6/10/29
8889,-18.7084,16.1438,-8.8058,0.54,0.71071,5.1,7.19,85.52,31214.8,5/23/29
53761,5.1984,-7.5092,24.5918,0.706,0.27021,6.15,8.24,85.52,31214.8,5/23/29
63890,21.4874,-5.7801,13.8942,-0.63,0.0387,8.26,10.35,85.52,31214.8,5/23/29
98719,2.3129,12.8787,-22.7446,0.48,1.34252,4.41,6.5,85.54,31222.1,5/15/29
99329,4.604,6.7702,-24.9298,0.706,0.49195,5.5,7.59,85.54,31222.1,5/15/29
41910,-15.3683,-3.9372,20.9181,-0.63,0.00904,9.83,11.93,85.59,31240.35,4/27/29
20252,-1.5064,-20.8145,-15.9405,-0.63,0.05255,7.92,10.02,85.61,31247.65,4/20/29
52512,-6.7753,8.4046,23.9389,0.902,0.20922,6.42,8.52,85.61,31247.65,4/20/29
97716,1.6009,16.8053,-20.1155,1.242,0.03347,8.41,10.51,85.61,31247.65,4/20/29
32515,-21.9446,6.1293,13.0708,1.086,0.15305,6.76,8.86,85.63,31254.95,4/13/29
54797,6.9784,-7.1219,24.3014,0.706,1.03952,4.68,6.78,85.63,31254.95,4/13/29
74789,22.1205,12.7028,6.4403,1.416,0.04811,8.02,10.12,85.77,31306.05,2/20/29
68695,17.4309,10.6905,16.565,-0.63,0.03299,8.43,10.53,85.79,31313.35,2/13/29
70780,20.1586,10.884,12.9636,0.991,28.48796,1.09,3.19,85.81,31320.65,2/6/29
7834,2.2731,-11.9689,-23.3494,0.48,1.95487,4,6.1,85.86,31338.9,1/19/29
71149,23.7669,-10.8757,-3.2357,0.423,4.19874,3.17,5.27,85.86,31338.9,1/19/29
53063,12.3702,-20.3892,11.1911,0.706,0.52402,5.43,7.53,85.88,31346.2,1/11/29
66018,-6.8808,19.6988,16.0921,1.137,0.10854,7.14,9.24,85.9,31353.5,1/4/29
23888,-11.2568,-20.5973,-11.9895,0.968,30.4653,1.02,3.12,85.93,31364.45,12/24/28
84596,20.8892,12.1094,-10.5696,-0.63,0.01629,9.2,11.3,85.93,31364.45,12/24/28
5715,-1.2267,-4.056,-26.0216,-0.63,0.06487,7.69,9.8,85.95,31371.75,12/17/28
20426,-15.8045,-15.2942,-14.5392,1.137,0.10472,7.17,9.28,85.95,31371.75,12/17/28
50894,-0.9975,-6.1451,25.6188,-0.63,0.00929,9.8,11.91,85.95,31371.75,12/17/28
61562,8.6046,7.3397,23.8153,0.991,0.34676,5.87,7.98,85.95,31371.75,12/17/28
69417,25.4471,-5.4359,4.2829,1.086,0.11488,7.07,9.18,85.97,31379.05,12/9/28
61426,10.2021,5.474,23.7016,1.416,0.05977,7.78,9.89,85.99,31386.35,12/2/28
88721,15.5369,15.9625,-14.1286,1.478,0.08964,7.34,9.45,85.99,31386.35,12/2/28
91934,14.8041,-15.4475,-15.4281,1.038,0.27574,6.12,8.23,85.99,31386.35,12/2/28
24952,-26.1426,1.5641,3.2087,0.54,1.92629,4.01,6.12,86.02,31397.3,11/21/28
9039,-18.0607,12.0216,-15.0524,0.82,1.03136,4.69,6.8,86.08,31419.2,10/30/28
17196,-17.4692,18.0296,8.188,0.706,0.28669,6.08,8.19,86.08,31419.2,10/30/28
96512,7.0117,11.4466,-22.7397,1.542,0.03202,8.46,10.57,86.08,31419.2,10/30/28
83054,21.7926,12.4944,-8.1623,0.266,3.81627,3.27,5.38,86.11,31430.15,10/19/28
5476,-13.8246,15.5542,-16.2779,1.542,0.02844,8.59,10.7,86.13,31437.45,10/12/28
12195,-10.9121,-7.2331,-22.9484,0.119,12.64353,1.97,4.08,86.13,31437.45,10/12/28
73705,-1.8182,22.3633,13.9763,0.902,0.23896,6.28,8.39,86.17,31452.05,9/27/28
92242,16.4185,-2.6,-20.5532,1.677,0.00969,9.76,11.87,86.17,31452.05,9/27/28
57838,-6.6186,15.5332,20.348,1.478,0.00926,9.81,11.92,86.2,31463,9/17/28
44297,-14.5523,7.6529,20.7252,0.291,4.68831,3.05,5.16,86.24,31477.6,9/2/28
88107,16.2732,15.8772,-13.5265,0.571,1.78245,4.1,6.21,86.24,31477.6,9/2/28
72496,25.567,4.0735,5.4749,1.137,0.02395,8.78,10.89,86.27,31488.55,8/22/28
11763,-19.4113,17.9673,0.9934,0.369,3.15847,3.48,5.59,86.29,31495.85,8/15/28
75767,25.2095,7.9166,1.6703,1.242,0.03433,8.39,10.5,86.31,31503.15,8/7/28
11534,-20.85,10.3166,-12.6716,-0.63,0.02467,8.74,10.86,86.36,31521.4,7/20/28
19410,-21.1034,-9.1302,-13.1816,0.48,2.68304,3.65,5.77,86.4,31536,7/6/28
50744,-8.7447,8.458,23.5549,0.902,0.35715,5.84,7.96,86.43,31546.95,6/25/28
5125,-6.0667,4.181,-25.4741,0.902,0.5213,5.43,7.55,86.45,31554.25,6/17/28
44446,5.0278,-25.7142,4.0883,0.095,15.88865,1.72,3.84,86.45,31554.25,6/17/28
96163,13.8065,-13.2067,-18.3895,0.671,2.09453,3.92,6.04,86.45,31554.25,6/17/28
35951,-18.4746,-15.0234,11.7184,0.48,2.36471,3.79,5.91,86.52,31579.8,5/23/28
22618,-24.5592,9.0376,4.5414,1.609,0.02044,8.95,11.07,86.59,31605.35,4/27/28
48228,-1.8252,-13.2806,22.9292,0.396,2.71938,3.64,5.76,86.59,31605.35,4/27/28
89585,2.1314,26.2996,-3.1018,0.48,1.523,4.27,6.39,86.61,31612.65,4/20/28
4408,-11.0792,14.2129,-19.5596,0.991,0.18864,6.54,8.66,86.7,31645.5,3/18/28
27796,-14.0779,-21.7035,-6.1729,0.451,1.47104,4.31,6.43,86.7,31645.5,3/18/28
15141,-23.239,12.5558,-3.2229,0.991,0.44883,5.59,7.72,86.75,31663.75,2/29/28
95638,1.5097,21.6297,-15.4261,0.54,0.13555,6.89,9.02,86.75,31663.75,2/29/28
24126,-23.7422,-10.7677,-5.3691,1.038,0.16007,6.71,8.84,86.77,31671.05,2/21/28
9950,-17.5967,7.4033,-18.5679,1.677,0.00873,9.87,12,86.82,31689.3,2/3/28
84715,15.1137,21.2848,-5.304,1.416,0.01663,9.17,11.3,86.84,31696.6,1/27/28
78834,22.95,-8.8212,-10.2877,1.542,0.0079,9.98,12.11,86.89,31714.85,1/9/28
36331,-2.3235,-26.5295,-1.2329,1.478,0.03386,8.4,10.53,86.91,31722.15,1/1/28
98587,10.5518,-4.6041,-24.0457,1.242,0.04631,8.06,10.19,86.91,31722.15,1/1/28
20158,-23.2589,-7.3948,-10.745,1.447,0.05272,7.92,10.05,86.93,31729.45,12/25/27
51873,12.4663,-22.704,6.3427,0.706,1.74557,4.12,6.25,86.93,31729.45,12/25/27
58035,15.5041,-20.7319,-6.3971,0.991,0.257,6.2,8.33,86.93,31729.45,12/25/27
99885,-1.0615,14.8136,-22.1482,0.706,0.24544,6.25,8.38,86.93,31729.45,12/25/27
24830,-7.3144,-22.6811,-12.029,0.54,1.59538,4.22,6.35,87.03,31765.95,11/19/27
66109,23.3157,-12.7721,2.4248,1.416,0.01918,9.02,11.15,87.03,31765.95,11/19/27
77869,13.152,22.0921,7.183,-0.63,0.02529,8.72,10.85,87.03,31765.95,11/19/27
15574,-6.3487,-15.6827,-20.6581,0.991,0.19911,6.48,8.61,87.05,31773.25,11/11/27
55077,14.0665,-17.7671,14.1235,0.946,0.3397,5.9,8.03,87.05,31773.25,11/11/27
95212,12.3661,3.3714,-23.4249,0.82,0.60131,5.28,7.41,87.05,31773.25,11/11/27
48095,5.1298,-22.4323,13.5599,0.48,5.90648,2.8,4.93,87.07,31780.55,11/4/27
29815,-23.5346,6.3717,10.9572,-0.63,0.01754,9.11,11.25,87.14,31806.1,10/9/27
49784,6.7659,-20.7804,15.3926,1.038,0.1486,6.79,8.93,87.14,31806.1,10/9/27
69957,1.5545,20.5586,17.0136,0.317,6.42724,2.7,4.84,87.14,31806.1,10/9/27
87183,-6.8721,24.6581,7.7495,1.189,0.02757,8.62,10.76,87.19,31824.35,9/21/27
29473,-22.6852,-13.9816,2.3624,1.416,0.06438,7.7,9.84,87.21,31831.65,9/14/27
70262,17.3195,13.4632,15.3371,0.902,0.16039,6.71,8.85,87.26,31849.9,8/27/27
88650,17.5976,-11.8396,-16.3278,0.946,0.21144,6.41,8.55,87.26,31849.9,8/27/27
32006,-23.19,4.4089,12.6342,1.086,0.07135,7.59,9.73,87.28,31857.2,8/19/27
4766,-15.0509,20.2089,-9.0714,0.902,0.48045,5.52,7.66,87.31,31868.15,8/8/27
9465,-13.1008,1.4508,-23.3127,0.902,0.13111,6.93,9.07,87.31,31868.15,8/8/27
50267,9.5481,-22.59,10.7585,-0.63,0.01091,9.63,11.77,87.31,31868.15,8/8/27
75871,5.0604,23.3776,12.0457,1.242,0.05567,7.86,10,87.31,31868.15,8/8/27
7369,-16.9272,15.266,-14.0721,0.946,0.33257,5.92,8.06,87.33,31875.45,8/1/27
18466,-23.4215,-4.3186,-12.2631,0.902,0.37834,5.78,7.92,87.33,31875.45,8/1/27
48265,1.8967,-18.666,19.1303,1.242,0.03928,8.24,10.38,87.35,31882.75,7/25/27
99398,10.4538,-7.0394,-23.6464,-0.63,0.01277,9.46,11.6,87.35,31882.75,7/25/27
938,-13.1323,23.1624,3.1311,1.822,0.00563,10.35,12.49,87.4,31901,7/7/27
43403,-10.7387,-12.7379,21.0044,0.706,0.4311,5.64,7.78,87.4,31901,7/7/27
67480,19.2185,-17.5145,-6.5307,0.82,0.71546,5.09,7.23,87.4,31901,7/7/27
68219,8.5177,16.8025,19.0858,0.342,3.58769,3.34,5.48,87.42,31908.3,6/29/27
37625,-16.0139,-17.1437,13.0069,1.137,0.03656,8.32,10.46,87.45,31919.25,6/18/27
58504,9.2122,0.1822,25.1919,1.542,0.03126,8.49,10.63,87.45,31919.25,6/18/27
22090,-20.2301,-13.8383,-10.9337,0.451,1.68855,4.16,6.3,87.49,31933.85,6/4/27
15679,-24.0796,4.8648,-10.8258,0.54,0.5245,5.43,7.57,87.52,31944.8,5/24/27
95998,3.1091,19.3514,-18.3452,0.451,4.82778,3.02,5.16,87.52,31944.8,5/24/27
76675,22.8092,13.7721,3.3961,1.242,0.05014,7.97,10.12,87.56,31959.4,5/9/27
52784,13.8693,-21.9368,-6.9476,1.137,0.13441,6.9,9.05,87.59,31970.35,4/28/27
77165,20.7474,16.5498,4.1834,0.991,0.19429,6.5,8.65,87.59,31970.35,4/28/27
89819,18.7862,-2.3698,-19.0607,1.748,0.00587,10.3,12.45,87.59,31970.35,4/28/27
46502,2.7829,-23.2677,13.1571,1.242,0.10488,7.17,9.32,87.61,31977.65,4/21/27
24459,-21.5404,-14.4721,-7.0138,-0.63,0.00426,10.65,12.8,87.63,31984.95,4/14/27
99059,-10.1833,24.7278,-2.7315,-0.63,0.01151,9.57,11.72,87.63,31984.95,4/14/27
74267,26.7823,-1.9147,-1.4354,0.743,0.73986,5.05,7.2,87.66,31995.9,4/3/27
91008,5.0078,24.876,-8.8949,0.82,0.58769,5.3,7.45,87.66,31995.9,4/3/27
68513,-0.9159,20.2932,17.6282,0.82,45.43403,0.58,2.73,87.68,32003.2,3/26/27
63654,18.4983,-18.8668,-5.1029,0.706,1.01356,4.71,6.86,87.73,32021.45,3/8/27
84886,19.1008,16.6339,-9.1129,-0.63,0.01932,9.01,11.16,87.75,32028.75,3/1/27
57724,17.7692,-19.8887,3.8,1.038,0.08685,7.38,9.53,87.82,32054.3,2/3/27
86532,5.2732,26.4071,-0.7766,0.54,1.11374,4.61,6.76,87.82,32054.3,2/3/27
89019,5.8367,25.6898,-5.6314,0.54,0.66494,5.17,7.32,87.82,32054.3,2/3/27
52075,8.0442,-16.8858,19.3984,0.008,37.5853,0.79,2.94,87.85,32065.25,1/23/27
5536,-0.9435,-4.127,-26.6196,-0.63,0.04278,8.15,10.3,87.87,32072.55,1/16/27
90395,16.7609,9.4674,-18.8672,0.946,0.2351,6.3,8.45,87.87,32072.55,1/16/27
19737,-26.2058,0.5396,-6.3153,1.137,0.17357,6.63,8.78,87.89,32079.85,1/9/27
52172,13.4836,-23.1962,2.6546,1.677,130.46268,-0.56,1.59,87.89,32079.85,1/9/27
71299,2.8855,21.3389,16.2369,0.396,6.13367,2.76,4.91,87.92,32090.8,12/29/26
22666,-16.4337,-17.6241,-12.1255,0.991,0.17059,6.65,8.8,87.94,32098.1,12/21/26
48533,2.2842,-18.6137,19.4013,0.451,3.63236,3.32,5.48,87.97,32109.05,12/10/26
91268,-0.6181,26.7914,-3.2137,-0.63,0.01515,9.27,11.43,87.99,32116.35,12/3/26
76938,20.9925,16.3714,4.4917,0.781,0.4175,5.67,7.83,88.01,32123.65,11/26/26
24851,-7.383,-22.9689,-12.1651,0.369,2.40637,3.77,5.93,88.08,32149.2,10/31/26
35050,-21.8075,-8.7895,13.3132,1.416,0.08818,7.36,9.52,88.08,32149.2,10/31/26
79119,21.492,16.3833,0.3744,0.706,1.17381,4.55,6.71,88.11,32160.15,10/20/26
10675,-13.2427,-1.6718,-23.5094,0.396,6.63485,2.67,4.83,88.13,32167.45,10/13/26
34329,-9.1946,-25.421,0.6941,0.603,1.18595,4.54,6.7,88.16,32178.4,10/2/26
26818,-14.7051,-21.4597,-7.4088,-0.63,0.01536,9.26,11.42,88.18,32185.7,9/25/26
43719,8.0146,-25.7467,-2.1264,1.137,0.09001,7.34,9.5,88.18,32185.7,9/25/26
80522,25.3144,6.0567,-7.3583,0.48,1.79598,4.09,6.25,88.18,32185.7,9/25/26
98026,2.8821,14.6336,-22.5654,-0.63,0.01123,9.6,11.76,88.18,32185.7,9/25/26
12719,-20.7693,4.3552,-16.7842,1.137,0.10059,7.22,9.38,88.2,32193,9/18/26
96393,7.8242,10.8746,-23.5068,0.991,0.05041,7.97,10.13,88.2,32193,9/18/26
99839,2.6596,9.0601,-25.3551,1.298,0.0829,7.43,9.59,88.2,32193,9/18/26
34457,-1.2346,-26.6851,-4.4288,0.571,1.26836,4.47,6.63,88.28,32222.2,8/19/26
17829,-1.0815,-20.0147,-18.2174,0.671,1.75177,4.12,6.28,88.3,32229.5,8/12/26
70235,21.5897,-15.2188,-6.058,1.242,0.04207,8.17,10.33,88.35,32247.75,7/25/26
7345,-1.4414,-7.6208,-25.9744,0.423,1.61504,4.2,6.37,88.37,32255.05,7/17/26
87024,-2.0687,26.7042,4.2691,0.48,8.88492,2.35,4.52,88.42,32273.3,6/29/26
97750,13.2207,-12.6058,-20.0481,1.137,0.14082,6.85,9.02,88.42,32273.3,6/29/26
6556,11.6611,-19.2328,-15.1702,0.603,2.54032,3.71,5.88,88.44,32280.6,6/22/26
13241,-23.0199,10.0953,-10.2074,0.54,1.57358,4.23,6.4,88.44,32280.6,6/22/26
90571,16.5519,9.8969,-19.0815,0.396,2.9984,3.53,5.7,88.44,32280.6,6/22/26
62714,21.8443,-15.3748,4.823,0.743,0.45852,5.57,7.74,88.49,32298.85,6/4/26
95984,-0.1686,23.0719,-14.3135,1.298,0.06944,7.62,9.79,88.51,32306.15,5/27/26
54860,12.858,-16.1678,17.6322,0.743,0.65138,5.19,7.36,88.54,32317.1,5/16/26
51920,-4.5615,2.9046,26.6229,-0.63,0.00843,9.91,12.08,88.56,32324.4,5/9/26
72696,3.8541,22.1719,15.2307,0.54,1.49384,4.29,6.46,88.59,32335.35,4/28/26
35117,-17.4108,-18.9967,8.7418,0.342,3.27707,3.44,5.61,88.71,32379.15,3/15/26
57209,17.1971,-17.3141,12.038,-0.63,0.01095,9.63,11.8,88.71,32379.15,3/15/26
950,5.581,-2.0108,-26.564,-0.63,0.0283,8.6,10.77,88.73,32386.45,3/8/26
